Nodes,Speed_kmh,Flows,Packet_Rate_pps,Mobility_Seed,Offered_Load_kbps,Flows_per_Node,Rate_x_Flows,Nodes_x_Speed,Speed_per_Flow,Best_Protocol_Composite,Best_Protocol_PDR,AODV_Composite_Score,DSDV_Composite_Score,AOMDV_Composite_Score,AODV_PDR_Percent,DSDV_PDR_Percent,AOMDV_PDR_Percent
50,30,15,2,5,122.88,0.3,30,1500,2.0,AOMDV,AODV,0.6687205903249832,0.2380453046924708,0.7013212949571064,88.283951,49.975309,71.37037
50,30,15,4,1,245.76,0.3,60,1500,2.0,AOMDV,AODV,0.46405276058959494,0.55,0.5529277667770335,74.407407,53.530864,66.611111
50,30,15,4,2,245.76,0.3,60,1500,2.0,AOMDV,AODV,0.44999999999999996,0.5494036073852473,0.6284028941223073,88.203704,61.648148,75.820988
50,30,15,4,3,245.76,0.3,60,1500,2.0,AOMDV,AODV,0.44999999999999996,0.3960097520012319,0.7562654173842116,79.148148,54.777778,72.166667
50,30,15,4,4,245.76,0.3,60,1500,2.0,AOMDV,AODV,0.5021785739579023,0.3782817816632945,0.7249876103331421,91.623457,72.833333,84.635802
50,30,15,4,5,245.76,0.3,60,1500,2.0,AOMDV,AODV,0.44999999999999996,0.55,0.6379356578728204,73.314815,49.925926,66.592593
50,30,15,8,1,491.52,0.3,120,1500,2.0,AOMDV,AOMDV,0.3254480543574091,0.55,0.6270330164030296,49.746914,44.141975,51.891975
50,30,15,8,2,491.52,0.3,120,1500,2.0,AODV,AODV,0.5509967932130617,0.55,0.0639058662430795,57.092593,52.404321,52.660494
50,30,15,8,3,491.52,0.3,120,1500,2.0,DSDV,AOMDV,0.4830093988706811,0.55,0.5252087464782307,46.555556,40.805556,47.058642
50,30,15,8,4,491.52,0.3,120,1500,2.0,AODV,AODV,0.6971118284056733,0.55,0.3057630717418339,79.135802,70.459877,76.354938
50,30,15,8,5,491.52,0.3,120,1500,2.0,DSDV,AODV,0.5317968533258381,0.55,0.469702529752311,48.222222,40.632716,47.660494
50,30,20,2,1,163.84,0.4,40,1500,1.5,AOMDV,AODV,0.48678705114811466,0.45855161293133395,0.6984615436547911,80.722222,53.638889,68.592593
50,30,20,2,2,163.84,0.4,40,1500,1.5,AOMDV,AODV,0.49851080147220594,0.35,0.6693076151124198,95.898148,61.472222,79.601852
50,30,20,2,3,163.84,0.4,40,1500,1.5,AOMDV,AODV,0.6370965279188783,0.1,0.6785209342542551,94.5,57.546296,76.277778
50,30,20,2,4,163.84,0.4,40,1500,1.5,AOMDV,AODV,0.49360370898320166,0.3992404587738352,0.7059694104532371,91.175926,72.407407,83.083333
50,30,20,2,5,163.84,0.4,40,1500,1.5,AOMDV,AODV,0.45541689640624056,0.4097924988371727,0.7149973162493747,85.675926,51.194444,71.5
50,30,20,4,1,327.68,0.4,80,1500,1.5,DSDV,AODV,0.44999999999999996,0.55,0.4862210463296674,63.296296,49.050926,59.240741
50,30,20,4,2,327.68,0.4,80,1500,1.5,AOMDV,AODV,0.44999999999999996,0.55,0.6715800542285865,73.032407,60.842593,70.62963
50,30,20,4,3,327.68,0.4,80,1500,1.5,AOMDV,AOMDV,0.4028013173865687,0.55,0.7367103953967675,63.768519,51.046296,65.259259
